workerid,movieID,reactionTime,PArray,AArray,trialNum,expt
344,5,520,0,1,1,5a:NoAttn
393,1,518,1,1,1,5a:NoAttn
370,3,484,1,0,1,5a:NoAttn
355,7,713,0,0,1,5a:NoAttn
376,7,482,0,0,1,5a:NoAttn
347,3,608,1,0,1,5a:NoAttn
359,7,902,0,0,1,5a:NoAttn
365,7,769,0,0,1,5a:NoAttn
353,5,1684,0,1,1,5a:NoAttn
382,5,1140,0,1,1,5a:NoAttn
351,5,2331,0,1,1,5a:NoAttn
377,3,416,1,0,1,5a:NoAttn
395,1,370,1,1,1,5a:NoAttn
371,3,491,1,0,1,5a:NoAttn
373,1,621,1,1,1,5a:NoAttn
384,3,479,1,0,1,5a:NoAttn
402,5,593,0,1,1,5a:NoAttn
369,5,709,0,1,1,5a:NoAttn
387,1,1072,1,1,1,5a:NoAttn
378,7,610,0,0,1,5a:NoAttn
366,7,1157,0,0,1,5a:NoAttn
399,3,1430,1,0,1,5a:NoAttn
344,3,422,1,0,2,5a:NoAttn
397,7,650,0,0,2,5a:NoAttn
393,3,372,1,0,2,5a:NoAttn
355,7,494,0,0,2,5a:NoAttn
381,3,815,1,0,2,5a:NoAttn
347,3,531,1,0,2,5a:NoAttn
352,5,622,0,1,2,5a:NoAttn
359,7,501,0,0,2,5a:NoAttn
375,3,614,1,0,2,5a:NoAttn
401,1,696,1,1,2,5a:NoAttn
380,3,660,1,0,2,5a:NoAttn
353,5,566,0,1,2,5a:NoAttn
372,5,779,0,1,2,5a:NoAttn
343,3,421,1,0,2,5a:NoAttn
377,7,399,0,0,2,5a:NoAttn
398,7,1244,0,0,2,5a:NoAttn
385,5,1013,0,1,2,5a:NoAttn
345,1,928,1,1,2,5a:NoAttn
362,5,888,0,1,2,5a:NoAttn
349,3,1879,1,0,2,5a:NoAttn
18,1,681,1,1,2,5a:NoAttn
403,1,663,1,1,2,5a:NoAttn
342,3,462,1,0,2,5a:NoAttn
384,7,601,0,0,2,5a:NoAttn
369,3,694,1,0,2,5a:NoAttn
387,5,969,0,1,2,5a:NoAttn
356,3,1138,1,0,2,5a:NoAttn
367,7,1035,0,0,2,5a:NoAttn
389,5,736,0,1,2,5a:NoAttn
78,3,1821,1,0,2,5a:NoAttn
393,1,874,1,1,3,5a:NoAttn
392,1,973,1,1,3,5a:NoAttn
374,3,546,1,0,3,5a:NoAttn
370,7,759,0,0,3,5a:NoAttn
376,5,688,0,1,3,5a:NoAttn
400,1,844,1,1,3,5a:NoAttn
381,1,1295,1,1,3,5a:NoAttn
347,7,462,0,0,3,5a:NoAttn
352,5,717,0,1,3,5a:NoAttn
364,3,550,1,0,3,5a:NoAttn
359,5,556,0,1,3,5a:NoAttn
379,7,831,0,0,3,5a:NoAttn
365,3,889,1,0,3,5a:NoAttn
380,1,630,1,1,3,5a:NoAttn
382,3,603,1,0,3,5a:NoAttn
372,1,584,1,1,3,5a:NoAttn
350,1,1014,1,1,3,5a:NoAttn
377,3,447,1,0,3,5a:NoAttn
395,3,427,1,0,3,5a:NoAttn
398,1,1289,1,1,3,5a:NoAttn
385,5,623,0,1,3,5a:NoAttn
371,1,659,1,1,3,5a:NoAttn
349,3,1031,1,0,3,5a:NoAttn
354,3,841,1,0,3,5a:NoAttn
358,3,586,1,0,3,5a:NoAttn
342,5,610,0,1,3,5a:NoAttn
391,7,688,0,0,3,5a:NoAttn
346,5,742,0,1,3,5a:NoAttn
384,5,678,0,1,3,5a:NoAttn
402,7,521,0,0,3,5a:NoAttn
369,3,607,1,0,3,5a:NoAttn
356,7,812,0,0,3,5a:NoAttn
360,7,1152,0,0,3,5a:NoAttn
78,7,935,0,0,3,5a:NoAttn
357,5,647,0,1,3,5a:NoAttn
344,1,329,1,1,4,5a:NoAttn
397,3,454,1,0,4,5a:NoAttn
348,7,688,0,0,4,5a:NoAttn
370,1,839,1,1,4,5a:NoAttn
355,5,595,0,1,4,5a:NoAttn
381,1,1303,1,1,4,5a:NoAttn
347,1,559,1,1,4,5a:NoAttn
364,1,630,1,1,4,5a:NoAttn
375,1,666,1,1,4,5a:NoAttn
365,1,834,1,1,4,5a:NoAttn
401,1,720,1,1,4,5a:NoAttn
380,7,655,0,0,4,5a:NoAttn
396,5,843,0,1,4,5a:NoAttn
382,1,887,1,1,4,5a:NoAttn
350,5,975,0,1,4,5a:NoAttn
343,3,679,1,0,4,5a:NoAttn
351,1,687,1,1,4,5a:NoAttn
377,7,423,0,0,4,5a:NoAttn
398,7,1381,0,0,4,5a:NoAttn
385,3,711,1,0,4,5a:NoAttn
371,5,1505,0,1,4,5a:NoAttn
383,1,1286,1,1,4,5a:NoAttn
345,3,735,1,0,4,5a:NoAttn
354,5,1046,0,1,4,5a:NoAttn
403,3,542,1,0,4,5a:NoAttn
358,7,694,0,0,4,5a:NoAttn
342,7,514,0,0,4,5a:NoAttn
394,1,704,1,1,4,5a:NoAttn
384,3,642,1,0,4,5a:NoAttn
388,3,929,1,0,4,5a:NoAttn
361,7,534,0,0,4,5a:NoAttn
399,1,1520,1,1,4,5a:NoAttn
367,3,795,1,0,4,5a:NoAttn
389,3,1465,1,0,4,5a:NoAttn
360,5,962,0,1,4,5a:NoAttn
78,3,1055,1,0,4,5a:NoAttn
357,3,540,1,0,4,5a:NoAttn
344,7,564,0,0,5,5a:NoAttn
348,7,644,0,0,5,5a:NoAttn
392,7,631,0,0,5,5a:NoAttn
374,5,437,0,1,5,5a:NoAttn
376,3,514,1,0,5,5a:NoAttn
381,1,1112,1,1,5,5a:NoAttn
375,7,683,0,0,5,5a:NoAttn
386,5,591,0,1,5,5a:NoAttn
401,7,485,0,0,5,5a:NoAttn
353,3,777,1,0,5,5a:NoAttn
396,5,632,0,1,5,5a:NoAttn
382,5,775,0,1,5,5a:NoAttn
372,1,581,1,1,5,5a:NoAttn
350,5,686,0,1,5,5a:NoAttn
343,5,689,0,1,5,5a:NoAttn
351,7,865,0,0,5,5a:NoAttn
390,1,881,1,1,5,5a:NoAttn
377,1,415,1,1,5,5a:NoAttn
385,5,713,0,1,5,5a:NoAttn
373,5,575,0,1,5,5a:NoAttn
383,1,2481,1,1,5,5a:NoAttn
362,3,683,1,0,5,5a:NoAttn
18,7,336,0,0,5,5a:NoAttn
358,3,493,1,0,5,5a:NoAttn
368,1,632,1,1,5,5a:NoAttn
394,3,998,1,0,5,5a:NoAttn
369,7,678,0,0,5,5a:NoAttn
361,5,695,0,1,5,5a:NoAttn
366,3,1032,1,0,5,5a:NoAttn
78,3,1278,1,0,5,5a:NoAttn
357,1,575,1,1,5,5a:NoAttn
348,1,535,1,1,6,5a:NoAttn
392,3,555,1,0,6,5a:NoAttn
374,7,499,0,0,6,5a:NoAttn
355,1,613,1,1,6,5a:NoAttn
400,7,1183,0,0,6,5a:NoAttn
381,7,1263,0,0,6,5a:NoAttn
359,5,1220,0,1,6,5a:NoAttn
375,1,781,1,1,6,5a:NoAttn
365,3,749,1,0,6,5a:NoAttn
401,3,519,1,0,6,5a:NoAttn
382,7,726,0,0,6,5a:NoAttn
372,7,576,0,0,6,5a:NoAttn
350,5,775,0,1,6,5a:NoAttn
343,3,621,1,0,6,5a:NoAttn
377,1,626,1,1,6,5a:NoAttn
395,7,715,0,0,6,5a:NoAttn
398,3,971,1,0,6,5a:NoAttn
383,7,1215,0,0,6,5a:NoAttn
345,1,738,1,1,6,5a:NoAttn
362,3,866,1,0,6,5a:NoAttn
18,3,322,1,0,6,5a:NoAttn
358,7,542,0,0,6,5a:NoAttn
342,5,621,0,1,6,5a:NoAttn
346,5,606,0,1,6,5a:NoAttn
384,7,681,0,0,6,5a:NoAttn
369,3,918,1,0,6,5a:NoAttn
388,7,729,0,0,6,5a:NoAttn
387,7,1550,0,0,6,5a:NoAttn
378,3,501,1,0,6,5a:NoAttn
