workerid,movieID,reactionTime,PArray,AArray,trialNum,expt
153,7,2253,0,0,1,2a:2AFC
155,7,2953,0,0,1,2a:2AFC
172,3,2785,1,0,1,2a:2AFC
197,5,880,0,1,1,2a:2AFC
183,1,1626,1,1,1,2a:2AFC
164,1,965,1,1,1,2a:2AFC
167,7,1435,0,0,1,2a:2AFC
165,1,957,1,1,1,2a:2AFC
185,1,1765,1,1,1,2a:2AFC
166,7,1075,0,0,1,2a:2AFC
198,5,790,0,1,1,2a:2AFC
184,3,686,1,0,1,2a:2AFC
192,7,2107,0,0,1,2a:2AFC
186,7,1906,0,0,1,2a:2AFC
182,3,1250,1,0,1,2a:2AFC
170,7,1495,0,0,1,2a:2AFC
203,5,1068,0,1,1,2a:2AFC
149,7,1391,0,0,1,2a:2AFC
173,3,888,1,0,2,2a:2AFC
153,3,1619,1,0,2,2a:2AFC
155,1,1407,1,1,2,2a:2AFC
196,5,1158,0,1,2,2a:2AFC
169,3,1047,1,0,2,2a:2AFC
197,1,606,1,1,2,2a:2AFC
183,5,2423,0,1,2,2a:2AFC
164,7,679,0,0,2,2a:2AFC
202,5,734,0,1,2,2a:2AFC
177,1,503,1,1,2,2a:2AFC
185,7,1857,0,0,2,2a:2AFC
150,3,624,1,0,2,2a:2AFC
163,7,1296,0,0,2,2a:2AFC
188,5,1134,0,1,2,2a:2AFC
190,7,1902,0,0,2,2a:2AFC
184,7,1206,0,0,2,2a:2AFC
156,1,878,1,1,2,2a:2AFC
171,3,1367,1,0,2,2a:2AFC
199,1,1085,1,1,2,2a:2AFC
94,7,1087,0,0,2,2a:2AFC
180,1,1918,1,1,2,2a:2AFC
194,5,1696,0,1,2,2a:2AFC
182,5,2103,0,1,2,2a:2AFC
170,3,1893,1,0,2,2a:2AFC
160,3,1375,1,0,2,2a:2AFC
173,3,1215,1,0,3,2a:2AFC
153,3,761,1,0,3,2a:2AFC
196,7,1704,0,0,3,2a:2AFC
183,3,1019,1,0,3,2a:2AFC
164,1,601,1,1,3,2a:2AFC
38,1,2109,1,1,3,2a:2AFC
154,1,1121,1,1,3,2a:2AFC
165,7,854,0,0,3,2a:2AFC
177,3,551,1,0,3,2a:2AFC
176,7,759,0,0,3,2a:2AFC
181,1,2302,1,1,3,2a:2AFC
178,1,1249,1,1,3,2a:2AFC
147,1,2866,1,1,3,2a:2AFC
185,3,1291,1,0,3,2a:2AFC
158,5,1524,0,1,3,2a:2AFC
201,3,916,1,0,3,2a:2AFC
198,1,945,1,1,3,2a:2AFC
184,1,1309,1,1,3,2a:2AFC
156,1,1081,1,1,3,2a:2AFC
191,5,1152,0,1,3,2a:2AFC
94,1,834,1,1,3,2a:2AFC
179,7,2265,0,0,3,2a:2AFC
186,7,1010,0,0,3,2a:2AFC
204,1,1021,1,1,3,2a:2AFC
182,1,819,1,1,3,2a:2AFC
170,7,1551,0,0,3,2a:2AFC
160,1,583,1,1,3,2a:2AFC
173,5,1284,0,1,4,2a:2AFC
153,5,634,0,1,4,2a:2AFC
172,1,1362,1,1,4,2a:2AFC
196,3,1194,1,0,4,2a:2AFC
169,1,943,1,1,4,2a:2AFC
197,3,1431,1,0,4,2a:2AFC
38,5,2010,0,1,4,2a:2AFC
154,1,1022,1,1,4,2a:2AFC
152,1,1013,1,1,4,2a:2AFC
177,5,567,0,1,4,2a:2AFC
176,1,887,1,1,4,2a:2AFC
195,3,544,1,0,4,2a:2AFC
147,3,1378,1,0,4,2a:2AFC
159,3,1023,1,0,4,2a:2AFC
150,7,562,0,0,4,2a:2AFC
166,7,620,0,0,4,2a:2AFC
158,3,974,1,0,4,2a:2AFC
201,3,1272,1,0,4,2a:2AFC
161,3,864,1,0,4,2a:2AFC
188,1,1009,1,1,4,2a:2AFC
190,5,1159,0,1,4,2a:2AFC
45,3,1420,1,0,4,2a:2AFC
156,1,895,1,1,4,2a:2AFC
171,5,2089,0,1,4,2a:2AFC
94,7,1145,0,0,4,2a:2AFC
180,7,757,0,0,4,2a:2AFC
157,3,472,1,0,4,2a:2AFC
170,7,1533,0,0,4,2a:2AFC
203,3,378,1,0,4,2a:2AFC
160,7,511,0,0,4,2a:2AFC
155,3,875,1,0,5,2a:2AFC
172,3,1407,1,0,5,2a:2AFC
200,1,1307,1,1,5,2a:2AFC
175,5,830,0,1,5,2a:2AFC
165,1,769,1,1,5,2a:2AFC
152,7,705,0,0,5,2a:2AFC
202,7,1119,0,0,5,2a:2AFC
177,7,475,0,0,5,2a:2AFC
176,7,904,0,0,5,2a:2AFC
168,1,1681,1,1,5,2a:2AFC
159,5,797,0,1,5,2a:2AFC
185,3,1167,1,0,5,2a:2AFC
166,3,539,1,0,5,2a:2AFC
162,3,527,1,0,5,2a:2AFC
158,1,733,1,1,5,2a:2AFC
201,1,615,1,1,5,2a:2AFC
161,3,1324,1,0,5,2a:2AFC
